idade_cliente,regiao_cliente,tempo_cliente_meses,valor_pedido,quantidade_itens,valor_desconto,parcelas_pagamento,tempo_entrega_dias,atraso_entrega_dias,valor_frete,tentativas_entrega,contatos_atendimento,tempo_resolucao_dias,nps,numero_reclamacoes
54,Sul,37,85.19,2,8.23,1,9,4,43.76,3,0,0,4.8,3
26,Sudeste,5,1002.8,4,57.79,7,7,0,42.37,3,2,2,8.7,2
46,Norte,72,287.21,3,17.12,7,12,1,32.45,1,1,3,6.4,2
45,Nordeste,108,600.7,3,92.51,5,5,3,37.42,3,2,9,2.7,7
39,Nordeste,113,267.81,1,50.89,7,5,3,41.14,3,1,11,2.1,3
18,Sul,2,436.62,4,5.01,11,10,0,21.75,2,0,7,7.0,0
29,Norte,118,433.61,4,17.2,11,11,6,45.03,2,0,4,1.6,4
21,Sul,32,463.01,2,19.37,3,14,3,46.85,1,1,4,5.5,5
41,Nordeste,43,586.65,4,45.95,4,11,2,33.25,3,1,2,4.8,6
20,Sul,64,1308.05,6,12.29,3,9,1,34.8,2,2,3,7.5,5
23,Centro-Oeste,6,698.12,6,4.94,8,14,4,23.75,2,0,0,3.8,3
18,Sudeste,49,183.95,6,4.3,9,8,1,28.03,2,0,9,3.3,4
34,Nordeste,23,413.3,5,9.08,7,4,3,31.71,2,1,5,5.3,3
20,Centro-Oeste,9,106.28,6,9.72,4,3,6,46.73,1,1,7,0.3,5
68,Nordeste,1,762.89,4,104.76,4,12,1,48.96,2,2,10,3.0,5
20,Sudeste,23,372.78,4,5.37,3,11,3,32.85,2,2,3,5.0,6
26,Nordeste,54,443.04,1,4.09,1,3,3,42.22,3,1,2,2.7,4
35,Nordeste,35,675.9,5,66.49,10,12,4,57.54,2,3,4,0.0,6
50,Norte,27,452.2,1,7.46,11,3,3,26.1,2,2,0,2.8,6
60,Centro-Oeste,47,1842.3,1,6.68,2,14,4,23.56,3,5,9,0.0,7
43,Sul,3,499.62,1,43.79,4,3,5,47.72,1,1,5,2.2,3
39,Nordeste,92,280.49,4,53.47,11,5,1,19.68,2,1,11,4.7,5
18,Sudeste,102,62.54,4,43.26,7,6,2,17.98,3,2,7,2.4,5
36,Nordeste,14,492.2,2,23.28,11,5,1,42.8,1,1,9,6.3,4
23,Sudeste,25,1511.97,3,40.03,9,4,2,22.27,2,2,2,4.7,6
43,Centro-Oeste,49,557.88,6,20.48,11,12,1,38.91,2,1,3,6.7,2
38,Sul,23,112.19,5,30.19,7,6,4,36.73,1,1,6,2.0,7
22,Nordeste,98,560.38,3,3.37,9,3,2,29.77,2,3,11,3.2,6
35,Sul,51,151.61,4,8.24,11,11,2,34.98,3,3,3,5.7,7
62,Sul,62,577.56,5,32.7,2,2,0,49.52,3,4,10,6.1,5
32,Sudeste,7,330.03,4,40.74,5,6,2,48.12,1,3,5,2.9,6
37,Nordeste,87,105.56,3,6.11,5,5,2,38.35,2,1,10,5.2,5
65,Norte,53,438.07,5,20.56,10,2,3,40.28,3,0,6,1.2,3
45,Nordeste,60,138.4,4,7.14,11,8,2,34.64,1,0,7,7.9,1
54,Norte,33,213.36,5,48.83,1,5,1,30.73,3,0,11,6.2,2
68,Norte,92,736.84,4,16.38,3,13,1,39.05,3,6,3,4.7,10
26,Centro-Oeste,20,494.51,5,38.9,1,3,1,33.93,3,1,1,10.0,4
43,Centro-Oeste,37,225.62,2,47.2,2,13,0,36.32,1,1,6,6.0,2
37,Norte,2,659.61,3,133.51,2,13,1,51.86,2,2,6,5.6,7
60,Nordeste,95,55.61,2,26.26,3,14,3,20.22,1,2,5,3.5,4
24,Centro-Oeste,35,68.85,1,140.73,9,13,0,43.23,3,0,4,9.8,1
68,Centro-Oeste,88,120.15,2,0.52,8,14,1,62.59,3,0,5,7.3,1
26,Centro-Oeste,54,298.62,4,15.57,7,3,1,47.83,3,0,9,3.7,2
50,Sudeste,49,266.59,2,18.44,9,6,0,34.51,2,2,2,7.3,3
39,Norte,4,346.08,2,27.88,7,4,6,26.5,3,1,11,1.5,3
18,Nordeste,69,383.81,5,3.05,5,10,1,34.43,3,1,10,6.2,3
25,Centro-Oeste,17,181.95,3,23.26,11,10,2,36.43,1,1,1,7.9,5
67,Sudeste,88,468.76,6,19.97,4,8,4,38.39,2,2,11,0.0,5
51,Nordeste,74,551.6,2,16.95,3,12,3,37.63,3,2,8,2.3,5
65,Nordeste,51,269.6,6,12.18,1,5,2,34.11,2,1,9,3.1,3
56,Nordeste,78,186.08,1,9.96,9,3,0,45.79,3,4,3,5.4,7
42,Nordeste,81,431.58,1,23.33,7,4,3,42.27,3,1,7,2.6,5
50,Nordeste,19,398.64,1,17.47,1,10,2,40.05,2,2,10,0.8,7
26,Centro-Oeste,89,845.79,2,4.21,3,9,2,46.93,2,0,2,4.1,2
61,Sudeste,107,293.23,1,3.12,4,5,2,37.16,2,2,9,4.7,7
61,Nordeste,63,333.16,2,20.68,4,5,2,54.76,3,1,3,6.0,3
66,Nordeste,57,74.87,2,23.68,8,10,0,34.17,3,0,6,5.9,1
34,Norte,13,1036.63,6,34.79,6,3,3,45.96,1,0,5,5.2,3
28,Sul,9,754.71,3,46.16,10,7,0,56.69,1,3,9,2.5,4
36,Nordeste,5,357.08,2,5.38,8,12,1,59.96,1,3,6,6.4,6
39,Sudeste,42,58.0,3,7.64,2,2,2,47.46,2,1,2,3.4,4
26,Norte,17,273.42,3,26.7,2,7,1,41.2,2,0,6,7.0,1
27,Nordeste,3,699.7,1,17.16,7,13,4,46.93,1,0,8,2.7,4
42,Sul,76,186.9,5,32.75,1,7,5,55.3,1,0,8,1.9,2
38,Sul,106,490.3,5,65.72,6,5,1,22.58,2,3,8,4.2,5
28,Sul,46,489.61,1,17.65,10,14,1,30.82,3,1,3,8.9,2
37,Norte,54,1463.84,5,16.9,7,3,3,26.05,3,2,0,3.4,4
29,Norte,108,800.38,5,44.6,2,2,3,45.79,2,3,11,1.0,5
56,Sudeste,20,321.25,4,18.22,3,6,3,62.65,3,1,6,1.2,4
67,Norte,102,525.26,4,3.34,11,8,3,13.24,1,1,11,3.4,3
32,Sudeste,22,273.73,2,72.29,11,3,0,23.09,1,4,3,6.1,6
23,Sul,42,746.51,3,11.48,9,9,4,46.99,2,2,9,0.0,5
34,Centro-Oeste,79,377.55,5,26.08,2,12,4,16.02,2,1,2,1.7,5
22,Sul,40,437.56,4,22.68,6,12,3,31.6,1,1,11,3.9,3
32,Norte,55,477.09,3,31.47,5,9,2,50.05,1,3,8,1.9,6
49,Nordeste,7,94.23,1,21.63,3,7,1,58.3,3,1,11,3.9,3
65,Norte,69,233.71,4,160.42,6,12,2,36.9,1,0,6,7.2,1
68,Sudeste,65,144.49,3,96.15,10,6,3,42.59,1,0,6,4.1,3
20,Centro-Oeste,80,602.13,5,2.9,11,4,2,25.08,1,0,1,4.2,3
20,Norte,60,179.58,1,76.07,5,3,2,34.17,3,3,8,1.9,5
32,Norte,74,412.37,3,14.43,8,5,1,40.51,1,1,4,7.9,4
65,Nordeste,104,68.2,6,197.6,3,7,1,26.64,3,1,2,8.1,2
49,Sul,65,194.45,4,72.38,2,3,3,31.22,1,4,10,0.0,6
25,Sudeste,99,74.8,1,14.54,2,9,3,24.86,2,0,8,4.2,3
23,Sudeste,14,99.21,4,12.41,9,11,3,45.7,3,0,6,7.4,1
22,Sudeste,34,199.75,2,17.43,3,9,1,46.04,3,0,6,4.7,2
64,Sul,47,107.16,6,1.39,6,13,3,27.14,3,1,11,5.1,3
33,Norte,108,271.42,2,46.12,9,11,4,18.8,3,2,7,0.4,7
63,Centro-Oeste,16,314.4,6,17.94,3,14,1,43.41,2,3,4,4.3,7
34,Centro-Oeste,110,381.05,3,5.4,6,10,3,48.09,1,2,0,6.1,4
56,Nordeste,75,504.77,5,47.68,3,12,4,27.05,3,1,2,5.3,5
22,Sudeste,22,309.22,6,0.33,11,11,2,31.38,1,3,0,3.4,6
41,Norte,26,560.4,5,18.52,10,2,4,37.7,2,1,9,1.2,4
44,Nordeste,8,220.46,4,23.75,8,10,1,46.25,3,2,1,4.0,5
42,Sul,110,85.18,6,17.14,4,9,2,36.32,2,5,6,0.0,7
38,Sul,8,702.2,3,4.21,6,5,1,38.38,2,2,2,3.4,7
63,Nordeste,7,54.96,3,7.99,7,6,3,48.07,1,0,6,5.2,3
25,Nordeste,61,225.31,3,9.02,7,14,0,40.69,1,2,4,9.4,4
63,Sul,103,222.54,2,63.18,2,8,2,19.64,2,2,5,3.5,5
51,Centro-Oeste,40,369.2,4,21.99,6,7,6,41.88,3,3,7,0.0,8
32,Centro-Oeste,2,157.16,4,41.93,5,4,1,44.17,1,1,5,6.8,3
52,Sudeste,29,661.76,1,18.87,11,13,0,60.04,1,2,3,8.4,3
43,Centro-Oeste,25,502.31,2,19.56,5,7,3,40.43,3,3,1,0.8,6
53,Sul,83,246.89,3,68.36,10,2,1,56.74,2,0,9,4.2,4
51,Sudeste,37,591.29,5,32.86,4,9,2,55.76,3,1,11,3.6,3
52,Nordeste,112,204.45,6,1.19,4,14,2,35.5,2,1,1,8.0,4
32,Sudeste,16,868.25,1,4.04,11,8,1,37.17,2,0,0,7.1,2
20,Sudeste,68,359.73,3,14.05,9,3,1,65.13,3,3,11,3.9,6
58,Centro-Oeste,26,414.43,2,35.55,6,11,0,32.31,1,1,10,7.5,1
26,Sul,1,196.28,4,16.38,7,12,3,23.0,1,1,11,4.0,4
53,Norte,117,416.24,6,32.2,4,3,1,43.04,1,1,6,4.2,7
69,Nordeste,28,764.79,6,27.85,1,3,1,49.9,1,3,9,6.8,4
60,Sul,25,252.85,4,1.99,11,8,2,24.37,2,1,9,4.1,4
43,Sudeste,33,560.69,4,60.52,6,4,7,70.98,3,2,7,0.2,8
27,Centro-Oeste,70,323.7,1,1.81,10,4,0,49.08,3,5,3,4.1,8
47,Sudeste,86,180.27,6,0.28,8,11,1,33.55,3,1,1,5.3,4
59,Sudeste,24,48.24,6,15.61,9,13,3,34.29,3,1,8,1.1,3
53,Centro-Oeste,69,362.46,4,5.46,4,3,5,18.89,3,0,9,3.5,3
34,Sudeste,61,94.49,3,3.7,7,11,1,63.15,1,3,11,0.0,7
42,Centro-Oeste,85,239.77,5,65.11,10,4,2,44.37,1,1,3,2.4,4
28,Norte,112,448.35,5,5.93,3,5,1,35.76,1,1,10,5.3,3
64,Nordeste,111,490.0,5,28.7,7,8,1,42.94,3,1,4,0.1,5
48,Sudeste,47,245.86,2,13.17,5,9,0,21.03,1,1,2,5.8,3
29,Nordeste,26,493.02,4,11.28,2,3,4,38.63,1,1,2,2.0,3
42,Nordeste,107,435.57,4,85.36,10,3,1,43.82,3,1,7,6.8,4
43,Norte,109,324.93,6,0.36,11,10,4,11.57,1,1,0,5.2,4
56,Nordeste,93,751.01,1,20.08,5,6,2,50.99,3,1,0,3.7,5
30,Sul,53,1262.26,6,7.92,4,12,2,29.41,1,1,4,2.6,3
47,Norte,106,138.62,4,4.05,3,7,3,31.24,3,0,10,4.1,2
20,Centro-Oeste,82,270.85,4,66.21,10,6,2,50.27,3,1,9,7.5,3
48,Centro-Oeste,116,454.45,1,15.58,8,8,3,32.91,2,2,5,6.2,5
38,Sudeste,30,465.63,5,11.2,3,7,1,37.46,3,1,5,3.2,3
63,Sul,113,288.19,6,25.26,10,13,0,34.68,3,2,6,8.7,3
52,Norte,35,250.99,3,1.29,1,4,4,38.52,1,1,10,1.1,4
46,Sul,20,585.77,5,48.92,8,14,3,40.15,1,2,10,3.0,5
30,Norte,33,450.21,2,12.47,1,8,2,38.85,3,1,4,5.6,3
47,Centro-Oeste,70,778.49,2,12.21,9,4,3,35.92,3,0,11,6.3,1
23,Nordeste,66,302.48,1,40.62,11,6,1,43.64,3,1,0,3.7,3
28,Sul,21,644.59,5,48.61,7,9,0,22.86,2,1,8,6.6,1
28,Sudeste,87,143.26,6,49.8,7,9,2,21.84,1,1,4,5.7,4
21,Sul,52,455.0,1,34.0,11,12,2,24.57,3,1,8,3.6,3
67,Norte,83,106.93,4,31.03,10,13,1,28.97,1,1,3,8.7,3
39,Centro-Oeste,99,1008.07,5,37.41,7,8,1,32.72,2,1,0,5.5,4
51,Sudeste,15,1070.81,3,68.36,10,4,2,32.49,3,2,11,5.8,5
47,Sudeste,48,263.98,4,34.02,6,11,4,61.51,3,1,10,0.8,4
22,Sudeste,32,192.77,6,27.24,11,11,2,31.48,3,4,1,2.2,6
48,Sul,89,349.87,5,10.05,4,12,1,35.87,2,1,9,8.3,3
45,Sul,35,543.54,2,5.04,6,9,5,43.56,2,0,3,1.4,4
48,Norte,80,234.17,1,42.49,11,5,1,40.51,3,1,7,8.0,2
40,Nordeste,48,655.41,3,41.85,10,6,4,28.99,2,2,2,3.3,4
20,Sudeste,11,251.16,6,16.08,1,11,2,59.45,3,2,0,5.6,5
52,Sudeste,76,415.49,1,0.8,5,6,3,50.8,1,0,8,2.4,4
38,Nordeste,111,585.43,3,18.34,11,6,3,44.05,2,0,11,3.1,3
38,Centro-Oeste,19,115.59,5,41.51,4,6,3,49.34,3,1,4,4.0,3
27,Sul,52,53.36,1,28.02,5,10,1,43.76,3,1,1,6.4,2
29,Sudeste,112,235.41,2,15.46,2,6,3,50.47,2,0,8,3.3,4
44,Norte,118,427.64,1,0.34,3,10,2,45.33,3,2,10,6.1,5
54,Sul,12,115.02,3,80.58,7,9,1,37.96,2,0,7,4.0,3
29,Sudeste,101,87.28,1,13.01,4,13,4,31.42,1,3,3,1.8,7
40,Nordeste,26,211.81,3,6.76,8,8,1,26.44,3,0,6,9.5,2
39,Norte,49,387.3,4,10.41,11,4,4,28.6,3,5,8,0.0,7
40,Norte,56,98.69,4,15.38,11,10,2,45.74,1,2,8,0.9,7
40,Sul,40,298.99,3,4.58,9,7,2,24.98,1,3,5,2.9,5
32,Sudeste,80,401.35,6,102.81,8,10,4,51.3,3,0,9,5.8,3
43,Sudeste,6,156.64,1,31.41,4,12,1,68.18,3,4,0,3.5,6
45,Norte,100,634.33,1,7.76,4,13,1,43.16,3,0,11,8.1,1
30,Nordeste,101,102.23,5,22.56,5,5,3,28.58,1,0,0,6.6,2
52,Sudeste,59,383.99,2,11.63,4,9,1,49.46,3,0,4,9.3,1
54,Nordeste,3,1146.7,5,36.39,6,11,1,23.64,2,4,7,2.7,6
61,Nordeste,17,278.54,1,30.87,7,10,3,36.72,2,2,7,5.2,5
55,Sudeste,114,395.99,5,1.23,5,9,2,40.41,2,1,8,5.1,5
21,Nordeste,10,891.78,6,4.0,9,10,0,14.96,1,1,1,9.6,1
31,Sul,102,136.43,1,16.92,1,2,4,39.46,3,0,8,1.8,3
64,Sudeste,12,344.26,5,26.39,10,8,4,34.14,2,4,7,0.0,7
54,Sudeste,47,338.2,2,19.02,3,3,1,41.31,3,2,0,7.7,4
25,Centro-Oeste,68,672.84,1,39.5,4,6,2,25.88,2,0,7,6.9,1
51,Sudeste,82,411.08,5,26.7,5,8,1,52.95,1,2,2,3.7,5
19,Norte,18,507.76,2,39.16,10,5,1,41.88,3,2,5,4.6,6
25,Norte,34,372.06,2,1.21,10,11,1,35.07,1,0,10,8.8,1
42,Nordeste,32,398.1,2,38.72,1,8,1,65.16,2,0,5,7.2,2
44,Sudeste,86,206.08,1,34.26,11,6,2,23.38,3,1,8,5.0,3
28,Sudeste,47,255.69,3,4.34,10,4,3,45.43,2,4,0,2.1,8
34,Sul,25,384.22,6,10.71,6,7,2,17.16,3,2,6,3.5,4
47,Sul,110,273.91,5,5.82,3,9,1,43.3,2,2,6,6.6,5
68,Sudeste,33,132.71,2,42.15,3,4,4,45.22,1,2,8,0.1,5
55,Centro-Oeste,14,230.48,6,15.3,5,13,2,15.72,2,2,4,3.4,4
27,Nordeste,115,704.45,6,2.81,7,6,0,33.35,1,4,5,2.9,6
51,Norte,113,217.88,6,63.54,2,11,5,46.34,1,2,6,0.0,8
32,Sul,58,375.46,6,10.18,1,8,3,26.92,1,0,10,1.3,5
39,Sul,34,219.83,2,51.71,3,12,6,30.04,2,0,5,1.9,3
42,Nordeste,48,253.67,3,11.0,9,14,4,51.28,1,3,4,1.8,6
31,Norte,4,440.81,5,13.03,4,8,2,44.41,1,1,3,4.5,3
42,Nordeste,24,381.68,3,3.5,9,3,4,55.32,3,0,2,3.5,3
62,Norte,105,469.56,6,20.72,7,7,3,23.79,1,2,6,2.7,5
34,Norte,90,111.53,4,40.19,9,8,3,28.38,3,1,2,2.3,3
60,Norte,58,115.9,4,74.51,3,5,1,29.78,3,0,1,5.7,5
19,Sudeste,113,198.1,3,3.57,1,2,1,31.99,3,2,10,6.6,4
46,Norte,88,866.71,6,48.85,1,5,4,43.48,3,0,4,2.6,6
38,Sudeste,85,453.73,4,8.69,1,6,5,15.44,2,1,8,0.0,6
65,Norte,51,267.38,3,32.21,3,2,1,36.99,1,2,3,4.4,6
19,Centro-Oeste,36,232.29,3,16.87,6,13,2,44.73,1,2,0,6.3,4
69,Sul,96,262.47,1,28.2,5,2,2,31.43,2,1,3,6.0,3
49,Centro-Oeste,89,14.58,3,2.02,3,14,1,48.92,1,3,2,0.0,6
25,Norte,56,312.04,3,9.09,6,7,0,12.04,3,0,4,10.0,2
53,Sudeste,43,525.0,1,8.5,2,7,3,35.24,3,2,10,0.0,7
44,Nordeste,18,268.09,4,13.46,8,7,3,29.51,2,3,11,0.9,7
44,Sudeste,80,404.4,2,12.49,10,5,5,25.46,2,1,10,0.7,4
59,Norte,80,427.38,2,11.99,9,12,4,33.5,1,2,11,1.8,4
40,Centro-Oeste,34,595.57,4,3.81,9,14,3,43.9,1,1,6,4.9,4
29,Sudeste,76,679.11,1,10.05,5,11,1,44.97,1,0,0,8.4,1
23,Centro-Oeste,110,453.33,5,129.59,8,2,2,42.95,1,2,7,0.0,5
60,Sudeste,45,289.33,1,14.56,9,2,3,21.79,2,1,10,1.6,4
41,Nordeste,51,453.95,2,19.2,6,6,0,34.17,2,3,6,2.6,6
54,Norte,95,864.07,6,23.97,10,7,1,18.65,1,0,8,5.6,4
42,Sul,102,908.39,4,26.94,9,4,1,44.67,1,1,2,6.8,2
37,Sul,83,1111.05,5,91.4,9,6,2,42.64,3,2,5,5.7,6
64,Norte,102,357.46,4,66.51,10,6,1,27.88,3,3,11,4.3,6
62,Norte,45,719.25,4,5.28,6,2,2,34.49,1,1,0,8.2,4
54,Sudeste,74,44.28,5,12.11,10,2,1,11.14,1,3,1,3.6,6
23,Centro-Oeste,40,307.57,5,13.19,5,12,0,54.67,1,3,1,8.9,3
38,Norte,49,170.59,2,6.35,2,12,0,32.01,2,2,9,6.0,3
48,Centro-Oeste,119,1476.68,3,3.85,11,3,2,40.35,1,3,10,3.4,5
50,Sul,36,47.58,1,46.01,9,12,1,35.74,1,1,9,5.6,3
65,Sul,22,1219.79,1,102.07,9,12,1,11.63,1,4,9,3.2,6
34,Norte,26,353.5,2,42.17,5,2,1,47.19,2,1,11,4.3,4
50,Sudeste,105,512.99,4,8.36,1,7,3,66.01,2,1,7,3.4,5
66,Norte,55,219.74,6,71.01,6,3,4,50.99,2,0,5,2.8,3
19,Nordeste,73,534.5,4,2.36,11,13,0,44.0,3,0,11,7.8,0
57,Centro-Oeste,25,309.7,5,50.56,8,7,3,40.94,2,4,10,0.0,7
50,Sudeste,89,143.7,3,2.63,2,14,1,23.55,3,2,6,3.8,5
19,Sudeste,9,606.49,5,39.05,1,2,2,46.72,1,0,8,1.8,3
62,Sudeste,19,549.62,1,3.84,6,9,1,41.44,1,2,11,4.7,5
31,Sudeste,99,103.61,1,0.89,9,14,3,51.47,2,1,10,6.0,4
20,Sudeste,90,555.71,2,85.85,11,9,2,54.49,2,2,3,5.4,5
43,Nordeste,74,72.55,5,3.81,11,8,5,22.71,3,4,8,0.0,9
41,Sudeste,80,420.4,4,23.1,7,4,7,19.06,2,1,0,0.0,4
29,Sul,10,531.99,6,47.06,7,5,1,36.61,2,1,3,5.0,5
68,Sul,60,445.34,4,10.14,11,2,2,35.94,3,3,4,5.8,5
26,Centro-Oeste,70,647.05,3,27.03,4,3,2,31.69,3,0,0,8.0,3
21,Norte,73,493.06,3,43.42,6,7,2,35.2,3,1,8,5.3,3
22,Centro-Oeste,57,352.7,6,23.54,7,7,2,39.12,2,1,3,6.8,3
22,Sul,107,220.97,1,17.84,6,4,3,56.08,2,1,10,2.3,6
29,Nordeste,1,441.31,5,23.95,3,13,0,43.87,3,4,2,7.0,6
62,Norte,67,556.82,4,54.07,2,12,4,38.17,2,1,11,1.9,3
28,Nordeste,114,408.58,3,24.81,10,3,3,41.4,3,1,8,3.7,3
45,Nordeste,36,345.83,1,34.27,5,14,2,29.5,2,1,6,5.4,4
44,Norte,52,114.65,1,28.48,2,8,3,48.27,2,2,3,3.9,4
39,Sul,96,106.07,5,23.41,7,11,3,21.37,1,2,1,4.3,5
20,Sudeste,102,269.86,3,60.74,3,11,2,31.3,2,3,9,1.8,5
38,Centro-Oeste,24,483.15,1,10.94,9,13,3,42.59,3,2,3,3.4,4
28,Sul,79,126.99,2,35.53,6,7,2,38.78,3,2,8,5.0,4
45,Nordeste,109,243.3,4,41.2,6,5,3,58.33,1,2,3,2.6,5
46,Sul,110,859.06,2,103.57,4,14,2,50.94,3,1,4,6.4,3
34,Sul,43,385.1,1,0.24,6,13,1,60.32,1,1,2,6.1,3
27,Centro-Oeste,35,913.88,5,80.41,4,5,0,12.67,2,0,1,10.0,0
32,Sul,101,513.85,6,7.8,2,6,4,41.98,2,2,4,0.0,5
66,Nordeste,63,45.1,6,2.32,2,5,2,29.92,2,2,1,4.5,5
61,Sudeste,59,382.29,5,20.05,1,5,1,23.56,1,0,7,4.5,3
46,Centro-Oeste,106,244.61,5,10.78,5,8,2,27.99,3,1,11,2.0,4
21,Norte,61,177.14,2,107.25,10,10,0,39.83,3,2,11,6.0,3
56,Norte,96,738.19,6,34.16,2,8,5,25.67,3,3,9,1.4,8
41,Sul,18,421.28,6,11.18,3,11,1,69.55,3,0,5,4.5,3
62,Sul,7,207.38,5,5.95,2,14,3,47.01,2,1,0,2.1,4
41,Sul,79,421.32,5,110.56,2,3,1,54.37,3,1,6,4.1,4
31,Centro-Oeste,69,430.78,1,0.14,6,4,4,34.31,3,2,0,5.9,5
43,Sul,29,324.37,3,61.45,1,7,2,47.0,2,1,6,5.5,3
28,Sul,92,485.61,3,35.78,3,13,1,47.55,3,1,7,4.4,5
20,Norte,78,618.38,6,15.23,10,3,1,42.32,2,0,4,4.9,3
28,Norte,18,731.33,4,38.41,6,8,3,34.9,1,1,3,2.2,4
64,Centro-Oeste,42,370.7,6,28.14,6,3,3,58.91,3,1,9,1.5,5
63,Centro-Oeste,91,383.5,3,9.87,9,9,2,15.24,2,1,2,5.3,5
67,Sudeste,67,250.52,1,26.91,3,5,2,47.18,3,1,1,5.7,3
23,Sul,86,535.4,4,18.02,11,2,3,48.1,2,3,6,2.5,6
69,Sudeste,18,509.8,6,39.45,9,8,0,37.35,2,2,3,8.7,4
50,Norte,118,316.61,4,39.48,5,4,8,36.26,2,2,1,0.0,4
66,Sudeste,41,270.17,5,9.08,6,12,3,35.09,1,2,9,3.3,5
34,Centro-Oeste,7,1047.21,4,20.75,6,10,2,46.66,1,2,7,4.8,5
57,Norte,75,52.64,5,0.49,1,12,1,50.36,3,3,6,2.6,5
35,Norte,108,328.47,3,15.86,8,8,1,48.54,1,2,4,4.6,4
61,Nordeste,63,481.9,1,28.55,8,6,0,33.38,1,1,0,6.9,1
64,Norte,112,157.66,1,0.3,8,12,2,40.78,1,1,4,3.5,5
21,Sudeste,80,301.56,2,23.06,10,3,0,32.81,1,1,3,8.8,4
53,Nordeste,101,471.9,5,15.14,2,8,1,34.83,2,2,7,4.5,4
65,Norte,54,538.99,2,58.74,11,5,1,32.65,1,1,6,5.5,3
56,Sudeste,25,64.3,3,12.35,7,13,2,50.44,1,2,2,4.1,4
66,Sul,4,97.7,1,22.55,4,3,1,53.4,3,0,6,7.1,2
32,Centro-Oeste,41,93.09,3,41.18,6,2,1,26.47,2,5,5,4.6,7
66,Sul,34,449.07,2,58.09,7,6,1,39.71,2,0,8,5.0,4
58,Nordeste,76,897.65,2,4.05,5,8,5,15.81,1,2,1,1.5,7
43,Sudeste,84,174.71,3,11.93,2,12,3,7.18,1,1,5,3.8,3
50,Norte,85,263.38,1,0.28,6,9,2,38.38,1,2,5,6.9,5
45,Nordeste,90,1046.13,1,5.22,8,13,2,37.11,2,1,3,2.4,5
47,Centro-Oeste,113,747.45,3,37.37,11,6,3,34.84,2,1,4,0.5,4
69,Sudeste,114,916.48,3,32.2,3,9,0,22.28,2,2,7,7.8,4
63,Sudeste,100,546.92,3,8.39,2,7,2,44.55,2,2,3,4.5,5
45,Centro-Oeste,106,147.16,3,55.23,8,7,1,41.42,3,1,0,5.3,3
62,Centro-Oeste,9,160.55,2,18.7,9,9,2,6.71,3,1,0,6.7,4
57,Sul,15,155.46,3,12.52,10,7,1,44.49,3,0,3,9.7,2
51,Norte,63,64.87,4,83.33,9,14,1,38.01,3,1,0,9.9,3
27,Norte,26,325.48,3,24.44,6,10,1,22.93,1,0,11,5.5,2
56,Nordeste,22,399.72,2,8.74,2,9,3,20.15,2,2,3,3.4,4
66,Norte,45,573.33,3,50.66,5,10,2,28.71,2,3,8,2.6,8
32,Sudeste,74,267.62,4,128.32,11,12,1,30.59,2,2,1,7.6,5
61,Norte,24,344.99,1,16.15,5,12,2,31.62,3,2,5,6.2,3
69,Norte,71,314.04,5,36.04,4,7,4,13.07,3,2,8,3.5,4
47,Norte,96,264.58,2,40.84,8,7,4,48.75,1,0,5,3.0,2
45,Nordeste,87,585.06,3,13.95,2,14,3,20.39,2,1,3,1.9,4
56,Sudeste,102,257.43,1,13.14,4,2,4,29.74,3,3,0,0.0,6
43,Centro-Oeste,50,247.16,5,5.22,7,6,2,20.08,3,0,3,9.0,1
43,Centro-Oeste,51,402.62,5,1.3,1,7,0,64.08,1,1,7,9.5,2
61,Sudeste,83,126.06,2,31.41,11,14,2,22.18,2,2,8,4.9,5
18,Sul,76,155.47,6,34.47,10,14,5,40.27,1,2,11,0.0,5
39,Norte,52,169.52,2,12.68,3,7,3,32.27,1,2,5,5.8,4
40,Sul,16,555.7,3,3.58,11,14,3,33.07,3,3,0,5.4,6
42,Norte,57,298.17,4,2.29,2,11,3,45.19,2,0,0,6.8,1
25,Sul,25,346.06,1,30.22,1,4,4,13.34,1,1,3,2.8,3
51,Sudeste,116,391.76,2,49.2,7,13,1,22.55,3,3,10,6.0,5
69,Nordeste,70,893.62,2,2.97,8,4,1,51.42,1,1,3,7.2,2
32,Nordeste,71,350.01,2,14.61,9,6,2,35.32,1,2,9,4.6,4
19,Centro-Oeste,47,308.64,4,22.93,4,2,3,47.16,3,3,3,3.2,7
29,Sul,1,846.57,2,23.25,9,5,6,37.5,3,3,7,0.0,8
35,Centro-Oeste,49,732.67,1,105.6,8,11,0,20.81,3,4,3,6.2,4
24,Norte,94,313.25,1,3.01,7,6,1,34.23,2,3,11,5.0,5
59,Centro-Oeste,106,503.34,3,66.18,8,9,3,56.15,1,3,7,0.7,5
44,Sul,31,574.18,1,8.43,10,5,4,37.68,1,1,6,3.0,3
19,Sul,6,548.3,6,13.42,7,6,2,54.82,3,1,2,6.8,3
52,Sul,94,470.98,5,0.81,9,12,1,45.09,1,2,10,5.6,4
63,Norte,119,802.83,6,57.08,5,8,3,46.14,3,0,11,2.3,2
65,Centro-Oeste,60,219.5,4,40.8,10,13,3,25.12,1,1,4,1.7,3
30,Centro-Oeste,22,456.69,1,46.28,2,13,3,29.97,2,2,9,2.4,4
21,Centro-Oeste,20,364.59,2,24.54,8,3,7,25.51,3,1,6,0.0,3
45,Centro-Oeste,118,443.74,5,33.18,5,14,4,38.0,1,1,9,1.6,4
